SMILES,des_gap,pred_gap,Err_pred_des,tsne1,tsne2,SMILES_HA,gap_group
CC1C=CC(O)=CCOCCP(OO)CCC1,5.192,6.864635,0.322156200056267,4.842667,40.46955,17,2.0
CCOCC(C)CCC(N)COCCS,7.753,7.021632,0.0943335232143631,-40.922077,-22.871546,15,2.0
C#CCCCCC(CC)SC(C)OCOC,6.566,7.661281,0.1668110126189767,-28.56716,-24.590998,16,2.0
C[SH](S)CCC1CC1CC#N,4.996,6.3831563,0.2776533826243122,17.734194,-25.432217,11,2.0
CCC(CC)OC(C)(C)CC(C)C,9.14,8.924246,0.0236054885830869,-47.567574,11.681866,13,3.0
CC(CCO)CC(=C=O)PCO,2.884,6.906017,1.394596680523453,0.27825123,37.062054,12,2.0
NC1OCCCOCC1C1NC1C=O,4.572,6.639119,0.4521257979559043,9.423707,11.0182,14,2.0
CCC1CCCCSCNC(C(CO)CO)OO1,5.567,7.4639196,0.3407436033029283,-6.793263,23.92358,18,2.0
CCCC1CC(=O)OC(OC)CCNC1CCC,9.282,7.794244,0.1602840107130968,-2.913661,44.393116,18,3.0
CCC=CCCCCC1CCC(CC)CC1,5.633,7.762395,0.3780214637121129,-10.80324,1.9960289,16,3.0
CNCC1CCCCCC(C)CCCC1N,9.086,7.637643,0.15940536425131,-18.475334,2.3957677,16,2.0
CCOCCC=C(C)C,6.163,6.3594165,0.0318702717560868,-18.951557,-30.757092,9,2.0
CCCCOC1CCC1C(=O)CC(O)NCCC,6.566,7.639563,0.1635033633336402,-17.349207,28.810701,18,2.0
C=C(CCC)C1CCC(C(=O)CC)CCO1,6.517,6.0402203,0.0731593891943966,0.9194986,32.47331,16,2.0
CCCNC(CCC)CCCCCC#N,9.154,7.9751143,0.128783663365683,-39.966473,-22.616014,15,3.0
C.C=CCOC1C=CCC2CC(C)CCC21,8.634,6.854071,0.2061534468045742,-14.08421,16.125418,16,2.0
COCC(C)CCCNC1(C2(N)CC2)CN1,5.948,6.9043074,0.160777969976039,11.158439,-0.31017017,16,2.0
CCCC1CNNCC(C)OCCC1C,8.558,7.502982,0.1232785534485391,-27.892387,20.611235,15,2.0
CCCCCCCSCCS(O)(O)CN,6.6178,8.01935,0.2117848910332562,-33.233852,-10.336192,15,3.0
CC(O)CCCCCC=[PH](S)OOS,5.083,6.300805,0.2395839252130454,-24.366001,20.415756,14,2.0
CCC1CCCCCCC2CC(CC)C1O2,8.321,8.805471,0.0582227400899034,-46.463425,-2.6468077,16,3.0
C=C1C(O)CC1(C)CCCC,8.446,6.9432106,0.1779291259996873,-34.92739,12.309656,11,2.0
CCCCCC(C)N1CC(CO)CC(C)CC1CC,7.396,7.8525515,0.0617295105822219,0.6138217,38.37305,19,3.0
C=C1CC(CC)COCCC(C)C1C,8.866,6.779666,0.2353185261718419,-33.57784,23.821377,14,2.0
CCCC1CCCC(C)CP1C,6.441,8.830952,0.3710528940651806,-20.034912,3.2573783,12,3.0
CC1CC2OCOCCC1C2CCO,10.03,8.690654,0.1335340178500143,-39.537373,-4.1308527,14,3.0
CCCC(NCCCCCO)C(O)CO,8.754,7.342956,0.1611884777094366,-39.16004,15.553345,15,2.0
C=C1C=CC12CC2C1CC(N)OC1O,4.694,6.645032,0.4156437854742466,34.04405,23.984322,14,2.0
CCC(C)OCC(O)(CC)C(C)CO,7.611,8.720111,0.1457247264813443,-37.46023,19.418852,14,3.0
N=C(O)CCCCC1CC12C=C2,6.196,7.500906,0.2106045820853108,-5.964429,-7.1873817,12,2.0
CCCCNC1CC1(C)OC1(C)NC1CNCCCO,6.631,8.038055,0.2121935484726096,10.806904,18.844408,20,3.0
CCOCC(C)COCCCC(C=O)OC,6.887,7.223046,0.0487942247652464,-38.244904,16.185316,16,2.0
CCCC(CCC(OC(C)C)C(C)CCO)COC,7.902,8.38757,0.061449048489566,-31.69442,26.219929,19,3.0
CC1CCC2C3CCC3OC(N)C2O1,8.86,7.7333035,0.1271666425614539,2.5263002,21.244997,14,2.0
CCC(C)CCC(CC(CCO)C1CCC1)OCCOO,7.369,8.511615,0.1550569683131377,-6.1128306,39.575085,21,3.0
CC(CC(=O)OON)C1C=CCO1,5.456,6.457392,0.1835396289825438,1.9377346,41.26967,13,2.0
CCCC1OCCCC(CN)NCC1O,6.934,7.6409874,0.101959532195015,-35.986748,4.7755113,15,2.0
CCCCCCCC(C)(C(=O)CC=O)C(C)O,5.336,7.232935,0.3554975546818265,-5.2653527,-35.25938,17,2.0
CCCCCCC(CCCC)CCNCCCC,8.743,8.266635,0.0544853092644316,-48.989304,-17.34567,18,3.0
C#CC(CC)CCCC(C)OCOO,5.91,8.300823,0.4045386144957566,-31.28109,13.858743,14,3.0
CCCC=CC(C)(C)OC(CC)CC=N,5.559,6.5522346,0.1786714606328841,-17.093414,16.146898,15,2.0
COC1CC(O)C(CO)OC(C)CC1C,5.921,8.827974,0.4909600269309251,-10.205177,24.84081,15,3.0
CNCCC=CCC1CCC(O)CC1,6.319,6.467146,0.023444519670803,-23.363209,0.6797693,14,2.0
CC1C(N)CCP(C)C2CC1(C)C2C,6.172,7.6861296,0.2453223541813552,9.226849,20.087078,14,2.0
CCC(C)NCCN1CCCC1CCN,6.724,7.1887236,0.0691141529071905,-31.129782,7.5353994,15,2.0
C#CC(OCC)C(C)CC(C)OC(C)C,8.607,8.073935,0.0619339427148005,-5.518851,39.490314,15,3.0
CCCC(CC)C(CC)NOCCCCO,7.913,7.931691,0.0023620838795361,-47.58825,-4.354765,16,3.0
CCCCC(S)CC(C)(O)COO,10.03,7.4712934,0.2551053390426863,-38.930355,-21.671217,13,2.0
CCC1(CC#CCCCN)C=CC(C)C1,8.776,7.1870236,0.1810592935643852,-19.809101,4.5758085,15,2.0
CCC1CCCN(C)C(C(CC)CO)C1,6.651,7.6758075,0.1540832169664263,-12.000859,4.1901298,15,2.0
CCCCC1CCCCCC(CO)CC1,7.17,8.724159,0.2167586109794499,-48.379997,-17.368086,15,3.0
CNCCCCC1CC1,5.263,7.658299,0.455120457774805,-1.9647756,-44.515057,9,2.0
CCC1(C)CC1CC1OCC1CNC,9.157,7.9210973,0.1349680814027552,-18.825127,-27.494497,14,3.0
C#CC1CCCCCCC(OC)O1,7.306,7.719143,0.0565484415300245,-16.312704,-8.392393,13,2.0
CCC1CCC=CCOCC1,6.332,6.8263907,0.0780781338053719,-16.354094,-36.95832,11,2.0
CCCNCCC#COCC(CC)CO,8.974,6.7591805,0.2468040399145437,-36.1071,-23.45426,15,2.0
CCC(NC1C[SH](N)C(C)O1)OC,5.4151,7.090031,0.3093075191599738,0.17932849,11.502124,13,2.0
C=C(O)CCCC(CCC)OC,9.32,7.4317317,0.2026038947535175,-35.87182,-27.873268,12,2.0
COCC(CO)CC(=O)P(C)C,7.611,7.07514,0.0704059914085338,-28.81292,24.784117,12,2.0
COC(C)CC(C)C(C)(C)C,8.86,8.855884,0.0004646051548942,-44.357925,13.569425,11,3.0
CCCC1NCCNC(CC)C(O)N1,3.788,7.39235,0.9515180033892237,0.6713776,12.735696,14,2.0
C#CC1(CCC#CCC)C#C1,7.331,7.215463,0.0157600379936563,-30.790447,-12.39969,11,2.0
C#CCNCCCC1CCCC(O)CO1,6.286,7.227635,0.1497987443157491,-9.303178,-9.363973,15,2.0
CCCCCCC1(CC)OCC1CCO,7.938,8.20007,0.0330146612704145,-16.140951,-19.129753,15,3.0
CCC(C)CCCC=CC(=N)OCO,4.904,6.2520757,0.2748930815965861,-3.7931695,16.840504,14,2.0
CCCCCCC(C)OCC(CO)CCC,9.698,8.262285,0.148042355893592,-52.016014,-22.190956,16,3.0
CCCCC(CO)CCN(COC)C(C)CO,10.626,8.34421,0.2147365263485311,-38.231323,18.781261,17,3.0
CCCCCC1CC#CC(C)CCCC1,8.095,8.942571,0.1047029878122707,-27.463839,-13.337212,15,3.0
C=CC1COC1CC1CCCCCC1,7.168,6.4192405,0.104458639132125,-0.9129673,-14.294679,14,2.0
CCC(CCC(C)(CO)CCON)C(C)C,8.86,8.968103,0.0122012876764646,-44.584927,14.527353,16,3.0
CCC1CC(C)C(C(C)CC)O1,9.551,8.513196,0.1086591988780114,-27.383738,-12.527215,12,3.0
CCOOC(O)CCOCC(CC)CC,7.957,8.192316,0.0295734642827512,-41.292572,4.317028,15,3.0
CCCCCCON(C)COC(CC)CC(N)O,5.6518,8.446292,0.4944428188405375,3.8119996,40.076817,18,3.0
CCCC(N)COC1(CC)CCCC1,7.385,8.22628,0.113917428896729,-11.898672,-6.7669144,14,3.0
C=C(C)CCCCCCCC,8.068,7.6352243,0.0536410086333426,-27.732403,-38.198437,11,2.0
C=CCN(CC)OOCCCC,6.441,6.6739264,0.0361630730406132,-4.634073,-36.66386,12,2.0
CCC1C(C)CCC1OOCCCC1CCC(C)C1,9.108,8.387268,0.0791317450146849,-5.855187,41.361923,19,3.0
CC=C1CC(CC)C(C)C(C)CC1(C)C,8.359,7.217428,0.1365679857162985,-38.7404,24.87488,15,2.0
CC(O)CC(C)OCCO,7.578,8.66171,0.1430073615019036,-9.551512,-41.389553,10,3.0
CCCC(CC(C)C)C1(CCC)CCC1C(C)NC,8.607,8.947087,0.039512871837206,-11.923016,31.68482,19,3.0
CCOCC(C)CCOOC1CCC(C)(CO)C1,7.973,8.716541,0.0932574050273677,-2.3436208,13.229047,18,3.0
CCCCCC(C)C(C)(O)C(C)C,9.26,8.707816,0.0596310881250105,-34.21961,-24.475544,13,3.0
CCN1CCC(CCCO)NCCC1C,8.362,7.5543494,0.096585814104899,-22.833872,6.9576654,15,2.0
N=CC(CO)C1CC(O)C1=O,5.889,6.0729866,0.031242418540194,-15.499015,-8.259111,11,2.0
CCC(COC)CC(CC)CC1(C)CC1,7.91,8.890863,0.1240029606294692,-49.94197,-0.21907097,15,3.0
CCOCC(OC)OC(C)OOCCO,9.233,8.632358,0.0650538722678356,-40.01684,-19.701292,15,3.0
CC1(N=O)OCC1CNCNC1CCCC1,5.916,7.205658,0.2179949220730856,20.385717,27.471453,16,2.0
CCC1CCSC(CC)CCCCCN1,8.86,6.377838,0.2801537093943989,-34.461163,-10.3496275,15,2.0
CC=CC(CCC)OC(C)=O,7.753,6.052387,0.2193489955438116,-30.62743,-33.50041,11,2.0
C=C1C(CCCNN)CNC(N)CC1NCCC,4.874,6.3194594,0.2965653340837043,2.2732832,8.800113,18,2.0
COC(=O)CC1CCCC(C)=C(O)NC1,4.52,6.730198,0.4889818377199427,30.100386,18.137012,15,2.0
CCCC(CO)CCCC(C)(O)O,9.012,8.820623,0.0212357525713328,-29.644682,16.566837,13,3.0
CCCNCCC1(C)CCCC(CC)CCC1,9.113,8.550436,0.0617320289808557,-43.005306,-11.573408,17,3.0
CCCCC(CC)(CCC=O)OC,6.455,6.121433,0.0516757891216913,-32.499977,-34.762947,13,2.0
CC=C(CCCC)C(CN)CO,6.351,7.6318884,0.2016829459277912,-21.092081,-32.304874,12,2.0
COC(C)(C)COC(CO)C(C)(C)C,7.717,8.4993725,0.1013829833225094,-41.050262,23.333937,14,3.0
CCC(C)(CCO)CC1=C=CN1,5.663,6.0698905,0.0718506973538742,-14.486245,29.777119,12,2.0
CCCC(CO)OC1C(C)C1CCCCC(C)CN,8.887,8.117855,0.0865471956766643,-11.524039,18.422567,19,3.0
CC(C)(C)NC[SH]=N,6.37,6.583171,0.0334648180232504,-20.605305,-32.12129,8,2.0
CCCC(N)CC(C)(C)CCOC,9.361,7.9087696,0.1551362453216595,-14.837905,-24.15329,13,3.0
COC1(CC(CO)OO)CC(C)(CO)CP1,7.804,8.845496,0.1334567116444566,4.7236953,45.346954,16,3.0
C#CCOOCCNCSC(C)OCCO,6.553,7.006609,0.0692215722589188,-23.21377,13.280184,16,2.0
C=CCOCCCCCC(COCO)N=C,6.397,7.3874917,0.1548369083997885,-17.575655,9.144677,16,2.0
COCC1CSC=CC(C)O1,5.331,6.848302,0.2846186245567823,8.993892,-36.663975,11,2.0
CCC1CCCCCSC(C)C(O)CCC1O,6.397,7.360324,0.1505899493426331,-10.99666,23.042772,17,2.0
CCC1CCCC(N)C(C)C(O)CN1,8.256,7.8992333,0.0432130158409592,-20.827988,10.686107,14,3.0
CCC(CO)CC[SH](C)C,9.108,7.278916,0.2008217081565003,-16.628958,-43.079887,10,2.0
CCCCCCC(C)(C)C1OCC1O,5.061,8.620266,0.7032732583863583,-16.848143,-24.665955,14,3.0
C#CCCCC1CCCC(C)CCC1,9.973,8.804292,0.1171872330132667,-49.620438,-15.055431,14,3.0
C1CCC(CCC2CC2)CCCNC1,8.188,7.9678164,0.0268910169950857,-37.445507,-4.7144446,14,3.0
CCCC1CCCCCC(C)OCCCS1,7.026,7.111884,0.01222375706326,-43.63752,-4.92205,16,2.0
CC1CCC(CC(CCN)NC(CNNN)NN)C1,6.68,7.8014107,0.1678758495582078,5.220658,27.987335,19,3.0
CC(O)CCOCCC(C)C(C)C,8.188,8.892805,0.0860778089261485,-39.45644,-26.40533,13,3.0
C#CCOC(O)C(CCO)OCO,8.272,8.796819,0.0634452046923757,-21.275309,-4.563334,13,3.0
CCCCC(CCCCCCCCCCOCC)OC,9.897,8.381826,0.1530942304984504,-52.062027,-20.438437,20,3.0
CC1(CO)OC2CC(=O)C1O2,5.108,7.288604,0.4268997225242382,-12.503188,-11.72735,11,2.0
CC(O)CCCCC(CO)NC1CCCC1,7.687,8.060053,0.048530359269429,-32.90743,-10.101309,16,3.0
CCCNCC(CCO)(OC(C)C)C(CO)OOCC,5.4151,8.165497,0.5079124718235813,18.3812,37.41428,20,3.0
CCCC(C)CCC(C)CC=C(C)CN,4.533,6.3674383,0.4046852672281523,-26.270706,20.600641,15,2.0
CCCCC1CNC(CN)C(O)CCCCOC1=O,6.528,6.8089466,0.0430371644450169,1.5073484,11.302405,19,2.0
CCCCCCCCOCCCN,7.905,8.373606,0.0592796620049859,-7.8509755,-45.7738,13,3.0
C=C1COC(C)C2CCNC2O1,4.3021,6.623262,0.539541602602996,21.459528,0.7882135,12,2.0
O=C1CCCCC(OCCO)CC1,6.324,6.829189,0.0798843807242174,-14.161304,13.416372,13,2.0
CN1CCC(CCCN)C1,7.87,7.5414352,0.0417490163025135,-7.689455,-44.693485,10,2.0
CC1CC(=N)C=C(O)C1,3.592,6.298482,0.7534749279574455,13.331763,28.726986,9,2.0
CCCC(CN=CCO)C1=CCC1,6.142,6.0038095,0.0224992751454111,-8.508309,9.54806,13,2.0
CCCC1CCOC1CC,7.87,7.1316442,0.0938190280860988,-6.7654862,-37.999733,10,2.0
CCCN(CCNC(C)C)CC(O)OC,6.664,7.7917595,0.1692316162915361,-27.761185,22.311548,15,3.0
CC1=CCCCCC2CCCCCCC12,7.135,7.1492844,0.0020020130053215,-29.93142,-10.327262,15,2.0
CC1CCNCOC2(C)CCCCC1C2,5.9158,8.075273,0.3650347476452261,-6.8285027,-11.921782,15,3.0
NC(CO)CCCCC1CCC1,7.774,8.119268,0.0444132257986105,4.480675,-25.703634,12,3.0
NCC1NCCCC2CCCNCCC21,9.483,7.337003,0.2262993534695156,-46.32488,-2.8440797,15,2.0
CCC(CO)[C](C)OCC(C)C,6.079,7.0265203,0.1558677828964934,-6.1711044,-30.330578,12,2.0
CC(CCCCCOCOP)COCCO,9.505,8.667893,0.0880701304861648,-52.699287,-20.20125,16,3.0
CC(CNOO)C(O)CCC1CCCOC1,8.817,8.027218,0.0895749274140598,-14.777869,12.391262,16,3.0
CCC(CC)COCCOCCCCO,9.891,8.378433,0.1529235438743239,-22.657885,-30.587193,15,3.0
CCCC1=C(C)CCC(NCC(O)CC)C1,7.758,7.133333,0.0805190505057027,-10.899256,7.436419,16,2.0
CCCC(C)(O)C(CC)CNCCCOC,9.325,7.5142365,0.1941837586921916,-46.69261,5.3871884,16,2.0
COCC(C)(C)CC(C)CC(=O)CO,8.836,6.921879,0.2166275673724235,-20.959366,-31.092674,14,2.0
CCC(C)CC12CC1CCCC(C)(CCO)C2,6.196,8.646109,0.3954339295221653,-2.9283488,41.848473,17,3.0
COCOCCC(C)(C)CCOO,6.887,8.638024,0.2542506650412604,-43.11142,14.795135,13,3.0
CC1(N)COCCC2CC(O)C1C2,6.242,8.00341,0.2821868534693157,9.948537,-11.538724,13,3.0
C#CCCC=C(O)OC(=C)CCO,6.226,6.474868,0.0399723451236341,-14.809139,-7.8195486,13,2.0
CCCC12CCC1CCC2COCC,9.181,8.724514,0.0497207267652368,-30.419516,-32.91125,14,3.0
CCNCCNCCNCC(C)(O)NOCO,8.887,6.6179094,0.2553269459370407,-14.319303,28.501898,17,2.0
CC1CC1=C1CCCCCCCC1,6.732,6.8249784,0.0138114010090637,-28.266811,-7.097801,13,2.0
C#CCCOC(OC)OCCC,7.5103,8.426439,0.1219843794892774,-19.508274,-30.112316,12,3.0
CC(CO)C(O)OO,9.559,8.417419,0.1194246852606182,-6.014804,-42.633263,8,3.0
CC(O)CNCC(O)=NC(C)CO,6.928,6.9699054,0.0060486975222757,-7.4089956,33.56581,13,2.0
CCCCCOCC1CCCNCC(C)O1,8.349,7.3791523,0.1161633371692858,-31.681404,5.048721,16,2.0
CC#CCOC(C)COCCCCC(C)C,8.316,7.584324,0.08798414104658,-48.313038,6.6737356,16,2.0
CCC1CCOC(=O)ONCC2(O)COCN2C1,7.856,7.0537853,0.1021149027371843,16.559332,44.178608,18,2.0
CNCC=CCCCC1CCCCNCN1,6.212,6.3847756,0.0278132064681781,-15.536169,-24.190582,16,2.0
OC1CCCCC(O)COC(O)CCC1,7.187,7.948616,0.1059713410090484,-2.5432215,9.539054,15,3.0
C=C(O)NN1CC12OCC2O,5.856,8.345547,0.4251275140731061,18.315805,0.86199,11,3.0
CCC(=N)CCC1CC(=O)CC1N,6.792,6.009612,0.1151925672209866,0.7880455,9.400203,13,2.0
CCC=CC1CC(CCCCCO)CO1,8.909,6.598883,0.2593014758100734,-38.62413,-22.80416,15,2.0
CCCCC(O)(CC)CC(C)CCC,9.26,8.650002,0.0658745652398589,-42.067066,-11.904681,14,3.0
CCC1(O)CCC1,8.245,8.777321,0.0645628698382543,-6.463692,-39.51532,7,3.0
CC(=O)CC(O)COCS(=O)O,4.3647,6.653829,0.5244642467403952,1.0619036,38.384148,12,2.0
CCSCC(O)C(C)OC(O)=CO,9.728,7.629556,0.2157117414631341,-32.072323,15.627128,13,2.0
CCCOC1(C)CCCCC(C)C(CO)C1,9.44,8.850832,0.0624118659455896,-38.563435,3.5099087,16,3.0
CCCCCCCCCNSCN1SCCC1C,5.856,6.1819925,0.0556681234328473,-19.231506,3.6119263,18,2.0
CCC(C)CCOCC(C)C(C)C,9.377,8.881805,0.0528094891839741,-37.202843,2.9198122,13,3.0
C.C=C1C=CCCOCC1CCCCCO,5.782,6.5298324,0.1293380081509273,-4.3580375,-7.4918246,16,2.0
CCCCP(C)C(C)OC,9.693,8.290449,0.1446972926383931,-19.462086,-42.66323,10,3.0
CCOC(CO)CCC(C)C(C)=O,7.701,7.4187064,0.0366567436587793,-34.84829,5.2999015,13,2.0
CC(O)CN(CCOCO)C(C)C,9.023,7.8541474,0.1295414569173645,-33.983257,25.846989,13,3.0
NN1CCOCC(CCC=C=O)CC1,8.98,6.4709787,0.2794010315281246,-20.89098,-4.2232003,14,2.0
CCC(CCCCO)CCC1CCCC(CC(C)O)C1,9.015,8.732576,0.0313281896573203,-38.387432,25.397358,20,3.0
CCC(N)CN1CC1CC,7.181,7.540866,0.0501136190129959,-15.161247,-7.3939314,10,2.0
CCC(C)CCC1CC=CC(C)C1,6.887,8.586452,0.246762237615296,-35.605865,4.069818,13,3.0
CC1CCCCCCC(SCN)N1,5.3498,7.6349707,0.4271506719836306,-4.863209,10.247878,13,2.0
CCC(=O)C(C)OC(O)C1CCNC(C)CC1,8.898,6.164028,0.3072568928158452,-3.4516957,43.498215,17,2.0
COCC(=O)CCOC(C)CCCOCCO,6.436,7.0476007,0.0950280836163432,-4.0270624,42.029034,17,2.0
CCC1COCCC1CCCCC=O,8.259,7.98118,0.033638431887633,-23.957169,-29.512745,14,3.0
CCCCCCCC(C)CC(C)(CC)CNC,9.853,8.504736,0.1368379227996271,-44.89103,-8.078417,17,3.0
C=C(CCC)CCCCOC,9.266,6.7613134,0.2703093634345427,-28.264957,-38.00481,11,2.0
C=C(O)OC(CC)C(=O)NCC,4.444,6.9699063,0.5683857628507297,10.971988,-11.698166,12,2.0
CCC(C)CC(COCC(C)O)NOCCO,8.855,8.233042,0.0702380843246003,-36.29574,24.946955,17,3.0
CCC(C)CC(C)C,10.204,7.8985996,0.2259310442342426,-19.910027,-43.073856,8,3.0
CC(O)C1CC2CCC(O)C(CN(C)C)C2C1,6.768,7.2227545,0.0671918555636214,13.497081,20.638783,17,2.0
CCCCN=C(CCC(C)C)COC,6.506,6.575561,0.0106918300953491,-40.363564,-2.860559,14,2.0
C=NCCCC1CCC1CCCC(C)C,8.672,6.394621,0.2626129041298729,-24.670193,-1.0265905,15,2.0
CC(C)=CCCCCCCC(O)CN,4.743,6.824844,0.4389297667118709,-17.358755,-10.349557,14,2.0
C#CCC(C)OCC=C,6.087,6.499634,0.0677893525648924,-8.266156,-39.042404,9,2.0
CCCOCCCCNC,8.237,7.097774,0.1383059331336559,-12.780508,-32.711422,10,2.0
CC1=CCCCCCCCC1CN(C)C,8.019,6.961532,0.1318702935607583,-33.09085,-34.27042,15,2.0
CCCC#CC1CCC(CCC)CC1,8.863,8.712097,0.0170261572866128,-16.88369,-19.843826,14,3.0
CC1CCCCCCC(C)OC2OC2C1,7.695,8.08056,0.0501052281390233,-40.78014,-4.2930913,15,3.0
CC1CCC(=N)NCCC2CC1=N2,5.567,6.707103,0.2047966185690192,12.357832,0.094168924,13,2.0
CCCCNC12OCC(O)(CO)COC1OO2,7.72,8.402523,0.0884097203071871,-1.9331806,-30.21221,17,3.0
CCC(CO)CC1CC2ONC1C2C,7.562,7.8793406,0.0419651743786197,-14.380412,-22.276394,14,3.0
CCC(O)C1CC2C3CCN3C12,8.321,7.579711,0.0890865328219945,-17.3513,-25.25395,12,2.0
NCC(N)C1CCO1,6.128,8.607392,0.4046005729595612,1.5886935,-37.65026,8,3.0
CCOC1(CC(CO)OC)CCC1,7.769,8.892634,0.1446305047991592,-28.657299,17.210253,13,3.0
CCCC(O)CC1CCCC(C)CC1,5.298,8.899393,0.6797646435758851,-15.060487,26.726915,14,3.0
CCC1CCCC1CC(C)(C)C,7.783,6.741544,0.1338116703280964,5.1970954,-23.711306,12,2.0
CCCCOC1CC(NOCCCCCO)N1,7.1212,7.518786,0.0558313140372027,-4.121376,10.001175,17,2.0
CC[C](CO)C1(CO)CO1,7.589,6.6644554,0.1218269318990171,14.466263,7.4580274,10,2.0
CC=CCC(C)C(C)(CO)CCO,3.97,6.97283,0.7563803069837747,-44.130104,13.7458315,13,2.0
CC1C=CC=C(CCCO)OCCC(C)C1,7.219,7.4006376,0.0251610509278222,-2.566704,0.865061,16,2.0
CCC1(C)CC(=O)C1OCOO,4.8844,6.8494964,0.4023209328870497,8.201129,-19.14365,12,2.0
CC1=CCCC2CCNNCCOCC1OOOC(O)CC2,7.859,6.5422664,0.1675446788566017,5.2773848,41.97858,22,2.0
COC(C)C(C)(C)CCCCO,9.685,8.66474,0.105344387324249,-38.424297,-31.243568,12,3.0
C#CCC=CCC1CC1,7.17,6.2795744,0.1241876716560565,-19.483833,-33.401604,9,2.0
C=C(CC1CC1CCCO)OCC,9.159,7.208448,0.2129656148927807,-35.169075,-29.95718,13,2.0
COP(CCCO)PCC(=O)O,8.248,7.0288053,0.1478170155322632,-16.14436,-12.572575,12,2.0
CCCCC=CCCC(C)C1CCC=C1O,5.638,6.2595887,0.1102498613718174,6.887813,20.015076,16,2.0
C=CCCNCCCCCCCN,4.512,7.18025,0.5913675017390693,-12.876013,-32.134956,13,2.0
CCCC(C)=CCCCCCCCCC(C)O,8.174,7.580157,0.072650256529104,-42.602867,-11.763531,17,2.0
CCCC(O)C(C)OOC(CC)CCO,9.366,7.9076643,0.1557052851792408,-34.331387,5.9628034,15,3.0
COC(C)CC(C)CC(C)=CO,7.761,7.2219687,0.0694538524909327,-34.04401,-26.44219,12,2.0
CCOC(O)C(C)N(C)C(CC)C(=O)OC,8.64,8.166278,0.0548289484447903,5.4347034,46.454395,16,3.0
C=CCC(CC)C(CCC)CC(C)COC,9.159,8.484024,0.0736953763673368,-49.581627,7.613242,16,3.0
CNC1CCCCCC2=C(C)SC21,3.061,6.287568,1.0540895433996051,0.6083126,1.084364,13,2.0
CN1C=CC=NC2=CC=CC(=C1)C=C2,3.421,2.8145986,0.1772585324953954,41.804527,-8.625863,14,0.0
N=C1C=C2C=NC=CN=CC=CN=NC1=C2,4.163,2.7029696,0.3507159377644906,48.998306,-15.509313,16,0.0
CC(=CSCC=S)C1=C=[SH]12CCS2,4.21,2.8856306,0.3145770528254203,30.302277,11.999125,13,0.0
NNc1cccc2ccnc3c2nc-3[nH]1,4.133,2.9994628,0.2742649787221669,52.543304,-14.690963,15,0.0
NC1C2=NC=CC1=[SH]C=C=CS2,2.77,2.9422078,0.0621688856544907,27.308455,-8.770114,12,0.0
S=S1C=CC=C(S)C=NSC=CSS1,3.475,2.638638,0.2406797066009302,41.897423,-11.659018,14,0.0
C=C1N=C(C)CN=NC(C)CNC1=C(C)N,5.2681,2.990145,0.4324054273774535,21.12292,26.526653,16,0.0
C=CC=CC12C(=O)C(C)CN1C=CC2C,2.952,2.8931935,0.0199209067233532,39.34131,10.08766,15,0.0
CC1=C=C=NCCCC(=O)c2cccc(C)c21,3.121,2.5280643,0.1899826174475985,44.93957,10.609617,17,0.0
Cc1cc2nc-2c(SS)cnc2c1C=N2,2.903,2.9498138,0.0161260223125861,49.224663,2.424597,15,0.0
N=C=NC1=CC=CC=C2C=CC=CN21,3.562,2.876371,0.1924843046519275,37.455124,-20.929285,14,0.0
CN=CN1C=CC(C)C2=CC=CC2=NC1CO,2.351,2.9331036,0.2475982821783782,24.336563,32.161354,17,0.0
O=C1CC2=CC2=Cc2cnccc21,5.6382,2.9649153,0.4741379738970362,34.526253,-23.981361,13,0.0
O=c1scc2cc-2c2ccc1-2,5.154,2.699947,0.4761453009780451,52.19624,-11.026819,11,0.0
O=CCC=[SH]CC1C=CN=CC=NOC=C1,3.252,2.798737,0.1393797511984061,30.678595,-20.70802,16,0.0
C=CC(=CCC=CC=CSN)CC,4.767,2.937446,0.3837956539959885,-10.928824,23.924007,13,0.0
CCOc1ccccccnccc1=[SH]SS,2.737,2.5890672,0.0540492434461577,42.387825,-22.571278,17,0.0
CN1C2=CC=CC=CC=CC1=CC=C2,6.18,2.9585068,0.5212772131737767,43.38554,-18.647549,14,0.0
O=C1C=CC=CSC2=CC=CC=NN2S1,2.874,2.7763119,0.033990301186622,46.45954,-10.441284,15,0.0
Cc1ccccccc2cc-2cc2cnc-2ncc1,3.064,2.7865374,0.0905556759697339,47.22594,-13.654061,19,0.0
NN1CNOC1CCCN=NN=[SH]CC=S,3.81,2.796364,0.2660461761194264,21.526022,2.0875502,16,0.0
C=C[C]1[N]COCC=C[N]CN1O,3.796,2.8977723,0.2366247860473375,30.299387,29.33619,13,0.0
NC1=CN=C=CC=CC=CC=NN=C1C=O,3.099,2.6541524,0.1435455329651293,49.860794,-9.720598,16,0.0
NSCC=S=NC(O)C=[SH]OOOOO,2.357,2.8707323,0.2179602492295637,27.164434,2.291759,15,0.0
N=Nc1cccccc2ccc1-2,1.75,2.8775048,0.6442884717668805,40.46168,-11.447447,12,0.0
CC1=C=CC=C=c2ccccc2=C=[SH]N1CN,2.748,2.456059,0.1062376349947512,26.839512,-6.193964,17,0.0
CCS1=[SH]C=CCC(C=CC(C)=S)=C1O,2.705,2.5505795,0.057087043296828,28.781126,29.524239,15,0.0
